
***** Observations ORDER 1 *****
32|31.32 -> 42 : 1
74|64.54 -> 64 : 1
74|64.74 -> 84 : 1
14|4.5 -> 4 : 1
14|4.14 -> 24 : 1
14|4.3 -> 13 : 1


***** Distributions ORDER 3 *****
72|73.72 -> 73 : 0.5
72|73.72 -> 62 : 0.5
68|69.60 -> 69 : 1.0
68|69.68 -> 58 : 1.0
48|58.68 -> 58 : 1.0
69|59.58 -> 60 : 0.5
69|59.58 -> 59 : 0.5
68|69.79 -> 67 : 1.0
58|57.56 -> 59 : 1.0
59|69.59 -> 69 : 0.5
59|69.59 -> 58 : 0.5
69|59.69 -> 59 : 1.0
58|57.58 -> 48 : 1.0
48|58.57 -> 38 : 1.0
39|29.19 -> 38 : 1.0
37|38.39 -> 27 : 1.0
28|27.37 -> 27 : 1.0
28|27.28 -> 38 : 1.0
37|38.28 -> 36 : 1.0
39|29.28 -> 29 : 1.0
32|31.21 -> 31 : 1.0
32|31.32 -> 42 : 1.0
74|64.54 -> 64 : 1.0
74|64.74 -> 84 : 1.0
14|4.5 -> 4 : 1.0
14|4.14 -> 24 : 1.0
14|4.3 -> 13 : 1.0


***** Observations ORDER 4 *****
72|73.72.71 -> 73 : 1
72|73.72.73 -> 62 : 1
69|59.58.48 -> 60 : 1
69|59.58.57 -> 59 : 1
59|69.59.58 -> 69 : 1
59|69.59.69 -> 58 : 1


***** Distributions ORDER 4 *****
72|73.72.71 -> 73 : 1.0
72|73.72.73 -> 62 : 1.0
69|59.58.48 -> 60 : 1.0
69|59.58.57 -> 59 : 1.0
59|69.59.58 -> 69 : 1.0
59|69.59.69 -> 58 : 1.0


***** Observations ORDER 1 *****
94 -> 93 : 1
94 -> 95 : 1
94 -> 4 : 1
93 -> 94 : 1
95 -> 94 : 1
95 -> 5 : 1
95 -> 96 : 1
4 -> 14 : 1
14 -> 15 : 1
15 -> 5 : 1
5 -> 6 : 2
5 -> 95 : 2
6 -> 5 : 2
6 -> 96 : 1
96 -> 6 : 1
96 -> 86 : 2
96 -> 97 : 1
86 -> 96 : 1
86 -> 76 : 2
86 -> 85 : 1
97 -> 87 : 1
97 -> 98 : 1
97 -> 96 : 1
87 -> 88 : 1
87 -> 77 : 1
87 -> 97 : 1
88 -> 87 : 2
88 -> 89 : 1
88 -> 98 : 1
77 -> 78 : 1
78 -> 88 : 1
89 -> 88 : 1
98 -> 88 : 1
98 -> 8 : 2
8 -> 98 : 1
8 -> 7 : 2
7 -> 8 : 1
7 -> 97 : 1
76 -> 75 : 1
76 -> 86 : 1
76 -> 66 : 1
75 -> 76 : 1
85 -> 86 : 1
66 -> 67 : 1
66 -> 56 : 1
66 -> 65 : 1
67 -> 66 : 1
56 -> 57 : 1
56 -> 55 : 1
56 -> 46 : 1
57 -> 56 : 1
57 -> 58 : 1
55 -> 65 : 1
55 -> 54 : 1
65 -> 66 : 1
65 -> 55 : 1
54 -> 44 : 1
44 -> 45 : 1
45 -> 46 : 2
46 -> 56 : 1
46 -> 45 : 1
46 -> 47 : 2
47 -> 57 : 1
47 -> 37 : 1
47 -> 48 : 1
58 -> 48 : 2
58 -> 59 : 4
58 -> 68 : 1
48 -> 47 : 1
48 -> 58 : 2
37 -> 36 : 1
36 -> 46 : 1
59 -> 58 : 3
59 -> 50 : 1
59 -> 49 : 1
50 -> 59 : 1
68 -> 58 : 1
49 -> 39 : 1
39 -> 38 : 2
38 -> 39 : 1
38 -> 48
 : 1


***** Distributions ORDER 1 *****
94 -> 93 : 0.3333333333333333
94 -> 95 : 0.3333333333333333
94 -> 4 : 0.3333333333333333
93 -> 94 : 1.0
95 -> 94 : 0.3333333333333333
95 -> 5 : 0.3333333333333333
95 -> 96 : 0.3333333333333333
4 -> 14 : 1.0
14 -> 15 : 1.0
15 -> 5 : 1.0
5 -> 6 : 0.5
5 -> 95 : 0.5
6 -> 5 : 0.6666666666666666
6 -> 96 : 0.3333333333333333
96 -> 6 : 0.25
96 -> 86 : 0.5
96 -> 97 : 0.25
86 -> 96 : 0.25
86 -> 76 : 0.5
86 -> 85 : 0.25
97 -> 87 : 0.3333333333333333
97 -> 98 : 0.3333333333333333
97 -> 96 : 0.3333333333333333
87 -> 88 : 0.3333333333333333
87 -> 77 : 0.3333333333333333
87 -> 97 : 0.3333333333333333
88 -> 87 : 0.5
88 -> 89 : 0.25
88 -> 98 : 0.25
77 -> 78 : 1.0
78 -> 88 : 1.0
89 -> 88 : 1.0
98 -> 88 : 0.3333333333333333
98 -> 8 : 0.6666666666666666
8 -> 98 : 0.3333333333333333
8 -> 7 : 0.6666666666666666
7 -> 8 : 0.5
7 -> 97 : 0.5
76 -> 75 : 0.3333333333333333
76 -> 86 : 0.3333333333333333
76 -> 66 : 0.3333333333333333
75 -> 76 : 1.0
85 -> 86 : 1.0
66 -> 67 : 0.3333333333333333
66 -> 56 : 0.3333333333333333
66 -> 65 : 0.3333333333333333
67 -> 66 : 1.0
56 -> 57 : 0.3333333333333333
56 -> 55 : 0.3333333333333333
56 -> 46 : 0.3333333333333333
57 -> 56 : 0.5
57 -> 58 : 0.5
55 -> 65 : 0.5
55 -> 54 : 0.5
65 -> 66 : 0.5
65 -> 55 : 0.5
54 -> 44 : 1.0
44 -> 45 : 1.0
45 -> 46 : 1.0
46 -> 56 : 0.25
46 -> 45 : 0.25
46 -> 47 : 0.5
47 -> 57 : 0.3333333333333333
47 -> 37 : 0.3333333333333333
47 -> 48 : 0.3333333333333333
58 -> 48 : 0.2857142857142857
58 -> 59 : 0.5714285714285714
58 -> 68 : 0.14285714285714285
48 -> 47 : 0.3333333333333333
48 -> 58 : 0.6666666666666666
37 -> 36 : 1.0
36 -> 46 : 1.0
59 -> 58 : 0.6
59 -> 50 : 0.2
59 -> 49 : 0.2
50 -> 59 : 1.0
68 -> 58 : 1.0
49 -> 39 : 1.0
39 -> 38 : 1.0
38 -> 39 : 0.5
38 -> 48
 : 0.5


***** Observations ORDER 2 *****
94|93 -> 95 : 1
95|94 -> 94 : 1
94|95 -> 4 : 1
5|15 -> 6 : 1
6|5 -> 5 : 1
6|5 -> 96 : 1
5|6 -> 95 : 1
5|6 -> 6 : 1
95|5 -> 5 : 1
95|5 -> 96 : 1
5|95 -> 95 : 1
96|95 -> 6 : 1
6|96 -> 5 : 1
96|6 -> 86 : 1
86|96 -> 96 : 1
86|96 -> 76 : 1
96|86 -> 97 : 1
97|96 -> 87 : 1
87|97 -> 88 : 1
88|87 -> 87 : 1
87|88 -> 77 : 1
87|88 -> 97 : 1
88|78 -> 89 : 1
88|89 -> 87 : 1
97|87 -> 98 : 1
98|97 -> 88 : 1
88|98 -> 98 : 1
98|88 -> 8 : 1
8|98 -> 98 : 1
8|98 -> 7 : 1
98|8 -> 8 : 1
7|8 -> 8 : 1
7|8 -> 97 : 1
8|7 -> 7 : 1
97|7 -> 96 : 1
96|97 -> 86 : 1
76|86 -> 75 : 1
76|86 -> 66 : 1
76|75 -> 86 : 1
86|76 -> 85 : 1
86|85 -> 76 : 1
66|76 -> 67 : 1
66|67 -> 56 : 1
56|66 -> 57 : 1
57|56 -> 56 : 1
56|57 -> 55 : 1
55|56 -> 65 : 1
65|55 -> 66 : 1
66|65 -> 65 : 1
65|66 -> 55 : 1
55|65 -> 54 : 1
46|45 -> 56 : 1
46|45 -> 47 : 1
56|46 -> 46 : 1
46|56 -> 45 : 1
47|46 -> 57 : 1
47|46 -> 48 : 1
57|47 -> 58 : 1
58|57 -> 48 : 1
48|58 -> 47 : 1
48|58 -> 58 : 1
47|48 -> 37 : 1
46|36 -> 47 : 1
48|47 -> 58 : 1
58|48 -> 59 : 2
59|58 -> 58 : 2
59|58 -> 50 : 1
59|58 -> 49 : 1
58|59 -> 59 : 1
58|59 -> 48 : 1
58|59 -> 68 : 1
59|50 -> 58 : 1
58|68 -> 59 : 1
38|39 -> 39 : 1
38|39 -> 48
 : 1


***** Distributions ORDER 2 *****
94|93 -> 95 : 1.0
95|94 -> 94 : 1.0
94|95 -> 4 : 1.0
5|15 -> 6 : 1.0
6|5 -> 5 : 0.5
6|5 -> 96 : 0.5
5|6 -> 95 : 0.5
5|6 -> 6 : 0.5
95|5 -> 5 : 0.5
95|5 -> 96 : 0.5
5|95 -> 95 : 1.0
96|95 -> 6 : 1.0
6|96 -> 5 : 1.0
96|6 -> 86 : 1.0
86|96 -> 96 : 0.5
86|96 -> 76 : 0.5
96|86 -> 97 : 1.0
97|96 -> 87 : 1.0
87|97 -> 88 : 1.0
88|87 -> 87 : 1.0
87|88 -> 77 : 0.5
87|88 -> 97 : 0.5
88|78 -> 89 : 1.0
88|89 -> 87 : 1.0
97|87 -> 98 : 1.0
98|97 -> 88 : 1.0
88|98 -> 98 : 1.0
98|88 -> 8 : 1.0
8|98 -> 98 : 0.5
8|98 -> 7 : 0.5
98|8 -> 8 : 1.0
7|8 -> 8 : 0.5
7|8 -> 97 : 0.5
8|7 -> 7 : 1.0
97|7 -> 96 : 1.0
96|97 -> 86 : 1.0
76|86 -> 75 : 0.5
76|86 -> 66 : 0.5
76|75 -> 86 : 1.0
86|76 -> 85 : 1.0
86|85 -> 76 : 1.0
66|76 -> 67 : 1.0
66|67 -> 56 : 1.0
56|66 -> 57 : 1.0
57|56 -> 56 : 1.0
56|57 -> 55 : 1.0
55|56 -> 65 : 1.0
65|55 -> 66 : 1.0
66|65 -> 65 : 1.0
65|66 -> 55 : 1.0
55|65 -> 54 : 1.0
46|45 -> 56 : 0.5
46|45 -> 47 : 0.5
56|46 -> 46 : 1.0
46|56 -> 45 : 1.0
47|46 -> 57 : 0.5
47|46 -> 48 : 0.5
57|47 -> 58 : 1.0
58|57 -> 48 : 1.0
48|58 -> 47 : 0.5
48|58 -> 58 : 0.5
47|48 -> 37 : 1.0
46|36 -> 47 : 1.0
48|47 -> 58 : 1.0
58|48 -> 59 : 1.0
59|58 -> 58 : 0.5
59|58 -> 50 : 0.25
59|58 -> 49 : 0.25
58|59 -> 59 : 0.3333333333333333
58|59 -> 48 : 0.3333333333333333
58|59 -> 68 : 0.3333333333333333
59|50 -> 58 : 1.0
58|68 -> 59 : 1.0
38|39 -> 39 : 0.5
38|39 -> 48
 : 0.5


***** Observations ORDER 3 *****
6|5.15 -> 5 : 1
5|6.5 -> 95 : 1
95|5.6 -> 5 : 1
95|5.95 -> 96 : 1
5|6.96 -> 6 : 1
6|5.6 -> 96 : 1
86|96.6 -> 96 : 1
87|88.87 -> 77 : 1
87|88.89 -> 97 : 1
8|98.88 -> 98 : 1
8|98.8 -> 7 : 1
7|8.98 -> 8 : 1
7|8.7 -> 97 : 1
86|96.97 -> 76 : 1
76|86.96 -> 75 : 1
76|86.85 -> 66 : 1
46|45.44 -> 56 : 1
46|45.46 -> 47 : 1
47|46.45 -> 57 : 1
48|58.57 -> 47 : 1
47|46.36 -> 48 : 1
59|58.48 -> 58 : 1
59|58.48 -> 50 : 1
58|59.58 -> 59 : 1
58|59.58 -> 48 : 1
59|58.59 -> 58 : 1
48|58.59 -> 58 : 1
58|59.50 -> 68 : 1
59|58.68 -> 49 : 1
38|39.49 -> 39 : 1
38|39.38 -> 48
 : 1


***** Distributions ORDER 3 *****
6|5.15 -> 5 : 1.0
5|6.5 -> 95 : 1.0
95|5.6 -> 5 : 1.0
95|5.95 -> 96 : 1.0
5|6.96 -> 6 : 1.0
6|5.6 -> 96 : 1.0
86|96.6 -> 96 : 1.0
87|88.87 -> 77 : 1.0
87|88.89 -> 97 : 1.0
8|98.88 -> 98 : 1.0
8|98.8 -> 7 : 1.0
7|8.98 -> 8 : 1.0
7|8.7 -> 97 : 1.0
86|96.97 -> 76 : 1.0
76|86.96 -> 75 : 1.0
76|86.85 -> 66 : 1.0
46|45.44 -> 56 : 1.0
46|45.46 -> 47 : 1.0
47|46.45 -> 57 : 1.0
48|58.57 -> 47 : 1.0
47|46.36 -> 48 : 1.0
59|58.48 -> 58 : 0.5
59|58.48 -> 50 : 0.5
58|59.58 -> 59 : 0.5
58|59.58 -> 48 : 0.5
59|58.59 -> 58 : 1.0
48|58.59 -> 58 : 1.0
58|59.50 -> 68 : 1.0
59|58.68 -> 49 : 1.0
38|39.49 -> 39 : 1.0
38|39.38 -> 48
 : 1.0


***** Observations ORDER 4 *****
59|58.48.47 -> 58 : 1
58|59.58.48 -> 59 : 1
58|59.58.59 -> 48 : 1
59|58.48.58 -> 50 : 1


***** Distributions ORDER 4 *****
59|58.48.47 -> 58 : 1.0
58|59.58.48 -> 59 : 1.0
58|59.58.59 -> 48 : 1.0
59|58.48.58 -> 50 : 1.0


***** Observations ORDER 1 *****
47 -> 57 : 1
47 -> 48 : 1
47 -> 37 : 1
57 -> 56 : 2
56 -> 57 : 1
56 -> 46 : 3
56 -> 66 : 1
56 -> 55 : 1
46 -> 36 : 2
46 -> 45 : 1
46 -> 56 : 1
36 -> 46 : 1
36 -> 37 : 1
45 -> 55 : 2
55 -> 56 : 1
55 -> 65 : 1
55 -> 54 : 1
66 -> 56 : 2
65 -> 66 : 1
37 -> 47 : 1
37 -> 38 : 2
48 -> 49 : 1
48 -> 38 : 1
48 -> 47 : 1
49 -> 59 : 4
59 -> 58 : 2
59 -> 49 : 2
59 -> 69 : 2
58 -> 59 : 2
58 -> 68 : 1
58 -> 48 : 1
69 -> 68 : 1
69 -> 60 : 1
68 -> 58 : 2
38 -> 28 : 2
38 -> 37 : 1
38 -> 48 : 1
28 -> 29 : 1
28 -> 18 : 1
29 -> 39 : 3
39 -> 29 : 1
39 -> 38 : 1
39 -> 49 : 1
18 -> 19 : 2
19 -> 9 : 1
19 -> 29 : 1
9 -> 8 : 1
8 -> 98 : 1
8 -> 18 : 1
98 -> 8 : 1
60 -> 50 : 1
50 -> 40 : 1
50 -> 51 : 1
40 -> 50 : 1
51 -> 52 : 1
52 -> 53 : 1
53 -> 63 : 1
53 -> 43 : 1
63 -> 53 : 1
43 -> 42 : 1
42 -> 32 : 1
32 -> 22 : 1
22 -> 21 : 1
22 -> 23 : 1
21 -> 22 : 1
23 -> 24 : 1
23 -> 33 : 1
24 -> 34 : 1
24 -> 14 : 1
24 -> 23 : 1
24 -> 25 : 1
34 -> 24 : 2
14 -> 24 : 1
33 -> 34 : 1
25 -> 26 : 1
25 -> 35 : 1
26 -> 25 : 1
35 -> 45 : 1
54 -> 64
 : 1


***** Distributions ORDER 1 *****
47 -> 57 : 0.3333333333333333
47 -> 48 : 0.3333333333333333
47 -> 37 : 0.3333333333333333
57 -> 56 : 1.0
56 -> 57 : 0.16666666666666666
56 -> 46 : 0.5
56 -> 66 : 0.16666666666666666
56 -> 55 : 0.16666666666666666
46 -> 36 : 0.5
46 -> 45 : 0.25
46 -> 56 : 0.25
36 -> 46 : 0.5
36 -> 37 : 0.5
45 -> 55 : 1.0
55 -> 56 : 0.3333333333333333
55 -> 65 : 0.3333333333333333
55 -> 54 : 0.3333333333333333
66 -> 56 : 1.0
65 -> 66 : 1.0
37 -> 47 : 0.3333333333333333
37 -> 38 : 0.6666666666666666
48 -> 49 : 0.3333333333333333
48 -> 38 : 0.3333333333333333
48 -> 47 : 0.3333333333333333
49 -> 59 : 1.0
59 -> 58 : 0.3333333333333333
59 -> 49 : 0.3333333333333333
59 -> 69 : 0.3333333333333333
58 -> 59 : 0.5
58 -> 68 : 0.25
58 -> 48 : 0.25
69 -> 68 : 0.5
69 -> 60 : 0.5
68 -> 58 : 1.0
38 -> 28 : 0.5
38 -> 37 : 0.25
38 -> 48 : 0.25
28 -> 29 : 0.5
28 -> 18 : 0.5
29 -> 39 : 1.0
39 -> 29 : 0.3333333333333333
39 -> 38 : 0.3333333333333333
39 -> 49 : 0.3333333333333333
18 -> 19 : 1.0
19 -> 9 : 0.5
19 -> 29 : 0.5
9 -> 8 : 1.0
8 -> 98 : 0.5
8 -> 18 : 0.5
98 -> 8 : 1.0
60 -> 50 : 1.0
50 -> 40 : 0.5
50 -> 51 : 0.5
40 -> 50 : 1.0
51 -> 52 : 1.0
52 -> 53 : 1.0
53 -> 63 : 0.5
53 -> 43 : 0.5
63 -> 53 : 1.0
43 -> 42 : 1.0
42 -> 32 : 1.0
32 -> 22 : 1.0
22 -> 21 : 0.5
22 -> 23 : 0.5
21 -> 22 : 1.0
23 -> 24 : 0.5
23 -> 33 : 0.5
24 -> 34 : 0.25
24 -> 14 : 0.25
24 -> 23 : 0.25
24 -> 25 : 0.25
34 -> 24 : 1.0
14 -> 24 : 1.0
33 -> 34 : 1.0
25 -> 26 : 0.5
25 -> 35 : 0.5
26 -> 25 : 1.0
35 -> 45 : 1.0
54 -> 64
 : 1.0


***** Observations ORDER 2 *****
56|57 -> 57 : 1
56|57 -> 46 : 1
46|56 -> 36 : 2
46|56 -> 56 : 1
36|46 -> 46 : 1
36|46 -> 37 : 1
46|36 -> 45 : 1
55|45 -> 56 : 1
55|45 -> 54 : 1
56|55 -> 66 : 1
56|66 -> 46 : 2
56|46 -> 55 : 1
55|56 -> 65 : 1
37|36 -> 47 : 1
47|37 -> 48 : 1
48|47 -> 49 : 1
59|49 -> 58 : 2
59|49 -> 69 : 2
58|59 -> 59 : 2
59|58 -> 49 : 2
69|59 -> 68 : 1
69|59 -> 60 : 1
58|68 -> 68 : 1
58|68 -> 48 : 1
48|58 -> 38 : 1
38|48 -> 28 : 1
28|38 -> 29 : 1
28|38 -> 18 : 1
39|29 -> 29 : 1
39|29 -> 38 : 1
39|29 -> 49 : 1
38|39 -> 37 : 1
37|38 -> 38 : 1
38|37 -> 48 : 1
38|37 -> 28 : 1
48|38 -> 47 : 1
47|48 -> 37 : 1
37|47 -> 38 : 1
19|18 -> 9 : 1
19|18 -> 29 : 1
8|9 -> 98 : 1
8|98 -> 18 : 1
50|60 -> 40 : 1
50|40 -> 51 : 1
53|52 -> 63 : 1
53|63 -> 43 : 1
22|32 -> 21 : 1
22|21 -> 23 : 1
23|22 -> 24 : 1
24|23 -> 34 : 1
24|34 -> 14 : 1
24|34 -> 25 : 1
24|14 -> 23 : 1
23|24 -> 33 : 1
25|24 -> 26 : 1
25|26 -> 35 : 1


***** Distributions ORDER 2 *****
56|57 -> 57 : 0.5
56|57 -> 46 : 0.5
46|56 -> 36 : 0.6666666666666666
46|56 -> 56 : 0.3333333333333333
36|46 -> 46 : 0.5
36|46 -> 37 : 0.5
46|36 -> 45 : 1.0
55|45 -> 56 : 0.5
55|45 -> 54 : 0.5
56|55 -> 66 : 1.0
56|66 -> 46 : 1.0
56|46 -> 55 : 1.0
55|56 -> 65 : 1.0
37|36 -> 47 : 1.0
47|37 -> 48 : 1.0
48|47 -> 49 : 1.0
59|49 -> 58 : 0.5
59|49 -> 69 : 0.5
58|59 -> 59 : 1.0
59|58 -> 49 : 1.0
69|59 -> 68 : 0.5
69|59 -> 60 : 0.5
58|68 -> 68 : 0.5
58|68 -> 48 : 0.5
48|58 -> 38 : 1.0
38|48 -> 28 : 1.0
28|38 -> 29 : 0.5
28|38 -> 18 : 0.5
39|29 -> 29 : 0.3333333333333333
39|29 -> 38 : 0.3333333333333333
39|29 -> 49 : 0.3333333333333333
38|39 -> 37 : 1.0
37|38 -> 38 : 1.0
38|37 -> 48 : 0.5
38|37 -> 28 : 0.5
48|38 -> 47 : 1.0
47|48 -> 37 : 1.0
37|47 -> 38 : 1.0
19|18 -> 9 : 0.5
19|18 -> 29 : 0.5
8|9 -> 98 : 1.0
8|98 -> 18 : 1.0
50|60 -> 40 : 1.0
50|40 -> 51 : 1.0
53|52 -> 63 : 1.0
53|63 -> 43 : 1.0
22|32 -> 21 : 1.0
22|21 -> 23 : 1.0
23|22 -> 24 : 1.0
24|23 -> 34 : 1.0
24|34 -> 14 : 0.5
24|34 -> 25 : 0.5
24|14 -> 23 : 1.0
23|24 -> 33 : 1.0
25|24 -> 26 : 1.0
25|26 -> 35 : 1.0


***** Observations ORDER 3 *****
56|57.47 -> 57 : 1
56|57.56 -> 46 : 1
46|56.57 -> 36 : 1
36|46.56 -> 46 : 1
36|46.56 -> 37 : 1
55|45.46 -> 56 : 1
46|56.66 -> 56 : 1
46|56.66 -> 36 : 1
59|49.48 -> 58 : 1
59|49.59 -> 69 : 2
69|59.49 -> 68 : 1
69|59.49 -> 60 : 1
58|68.69 -> 68 : 1
58|68.58 -> 48 : 1
28|38.48 -> 29 : 1
39|29.28 -> 29 : 1
39|29.39 -> 38 : 1
38|37.38 -> 48 : 1
38|37.47 -> 28 : 1
28|38.37 -> 18 : 1
19|18.28 -> 9 : 1
19|18.8 -> 29 : 1
39|29.19 -> 49 : 1
59|49.39 -> 58 : 1
24|34.24 -> 14 : 1
24|34.33 -> 25 : 1
55|45.35 -> 54 : 1


***** Distributions ORDER 3 *****
56|57.47 -> 57 : 1.0
56|57.56 -> 46 : 1.0
46|56.57 -> 36 : 1.0
36|46.56 -> 46 : 0.5
36|46.56 -> 37 : 0.5
55|45.46 -> 56 : 1.0
46|56.66 -> 56 : 0.5
46|56.66 -> 36 : 0.5
59|49.48 -> 58 : 1.0
59|49.59 -> 69 : 1.0
69|59.49 -> 68 : 0.5
69|59.49 -> 60 : 0.5
58|68.69 -> 68 : 1.0
58|68.58 -> 48 : 1.0
28|38.48 -> 29 : 1.0
39|29.28 -> 29 : 1.0
39|29.39 -> 38 : 1.0
38|37.38 -> 48 : 1.0
38|37.47 -> 28 : 1.0
28|38.37 -> 18 : 1.0
19|18.28 -> 9 : 1.0
19|18.8 -> 29 : 1.0
39|29.19 -> 49 : 1.0
59|49.39 -> 58 : 1.0
24|34.24 -> 14 : 1.0
24|34.33 -> 25 : 1.0
55|45.35 -> 54 : 1.0


***** Observations ORDER 4 *****
36|46.56.57 -> 46 : 1
46|56.66.56 -> 56 : 1
46|56.66.65 -> 36 : 1
36|46.56.66 -> 37 : 1
69|59.49.59 -> 68 : 1
69|59.49.59 -> 60 : 1


***** Distributions ORDER 4 *****
36|46.56.57 -> 46 : 1.0
46|56.66.56 -> 56 : 1.0
46|56.66.65 -> 36 : 1.0
36|46.56.66 -> 37 : 1.0
69|59.49.59 -> 68 : 0.5
69|59.49.59 -> 60 : 0.5


***** Observations ORDER 5 *****
69|59.49.59.58 -> 68 : 1
69|59.49.59.58 -> 60 : 1


***** Distributions ORDER 5 *****
69|59.49.59.58 -> 68 : 0.5
69|59.49.59.58 -> 60 : 0.5


***** Observations ORDER 6 *****
69|59.49.59.58.59 -> 68 : 1
69|59.49.59.58.59 -> 60 : 1


***** Distributions ORDER 6 *****
69|59.49.59.58.59 -> 68 : 0.5
69|59.49.59.58.59 -> 60 : 0.5


***** Observations ORDER 7 *****
69|59.49.59.58.59.49 -> 68 : 1
69|59.49.59.58.59.49 -> 60 : 1


***** Distributions ORDER 7 *****
69|59.49.59.58.59.49 -> 68 : 0.5
69|59.49.59.58.59.49 -> 60 : 0.5


***** Observations ORDER 8 *****
69|59.49.59.58.59.49.48 -> 68 : 1
69|59.49.59.58.59.49.39 -> 60 : 1


***** Distributions ORDER 8 *****
69|59.49.59.58.59.49.48 -> 68 : 1.0
69|59.49.59.58.59.49.39 -> 60 : 1.0


***** Observations ORDER 1 *****
7 -> 6 : 2
6 -> 16 : 1
6 -> 96 : 2
6 -> 5 : 1
16 -> 6 : 1
96 -> 86 : 1
96 -> 97 : 1
96 -> 95 : 1
96 -> 6 : 1
86 -> 87 : 1
86 -> 96 : 1
87 -> 86 : 1
97 -> 7 : 1
95 -> 96 : 1
95 -> 85 : 1
95 -> 94 : 1
5 -> 4 : 2
5 -> 95 : 1
4 -> 5 : 1
4 -> 14 : 2
4 -> 94 : 1
85 -> 95 : 1
94 -> 93 : 1
94 -> 4 : 1
94 -> 93
 : 1
93 -> 94 : 1
14 -> 13 : 1
14 -> 4 : 1
13 -> 12 : 1
12 -> 2 : 1
2 -> 92 : 1
92 -> 91 : 1
91 -> 1 : 2
1 -> 0 : 1
1 -> 11 : 1
0 -> 90 : 1
90 -> 91 : 1
11 -> 21 : 1
21 -> 20 : 1
20 -> 10 : 1
20 -> 29 : 1
20 -> 30 : 1
10 -> 20 : 1
29 -> 20 : 1
30 -> 31 : 1
31 -> 32 : 1
32 -> 33 : 1
33 -> 34 : 2
33 -> 43 : 1
34 -> 33 : 1
34 -> 35 : 1
43 -> 42 : 1
43 -> 53 : 1
43 -> 33 : 1
42 -> 52 : 2
42 -> 41 : 1
42 -> 43 : 1
52 -> 62 : 2
52 -> 42 : 2
52 -> 53 : 1
62 -> 63 : 2
62 -> 72 : 1
62 -> 61 : 1
63 -> 64 : 2
63 -> 62 : 1
63 -> 53 : 2
64 -> 63 : 2
64 -> 74 : 1
53 -> 52 : 2
53 -> 63 : 1
53 -> 43 : 1
72 -> 62 : 1
61 -> 51 : 1
51 -> 52 : 1
74 -> 64 : 1
41 -> 42 : 1
35 -> 45 : 1
35 -> 36 : 1
35 -> 25 : 1
45 -> 35 : 2
36 -> 46 : 1
46 -> 45 : 1
25 -> 15 : 1
15 -> 5 : 1


***** Distributions ORDER 1 *****
7 -> 6 : 1.0
6 -> 16 : 0.25
6 -> 96 : 0.5
6 -> 5 : 0.25
16 -> 6 : 1.0
96 -> 86 : 0.25
96 -> 97 : 0.25
96 -> 95 : 0.25
96 -> 6 : 0.25
86 -> 87 : 0.5
86 -> 96 : 0.5
87 -> 86 : 1.0
97 -> 7 : 1.0
95 -> 96 : 0.3333333333333333
95 -> 85 : 0.3333333333333333
95 -> 94 : 0.3333333333333333
5 -> 4 : 0.6666666666666666
5 -> 95 : 0.3333333333333333
4 -> 5 : 0.25
4 -> 14 : 0.5
4 -> 94 : 0.25
85 -> 95 : 1.0
94 -> 93 : 0.3333333333333333
94 -> 4 : 0.3333333333333333
94 -> 93
 : 0.3333333333333333
93 -> 94 : 1.0
14 -> 13 : 0.5
14 -> 4 : 0.5
13 -> 12 : 1.0
12 -> 2 : 1.0
2 -> 92 : 1.0
92 -> 91 : 1.0
91 -> 1 : 1.0
1 -> 0 : 0.5
1 -> 11 : 0.5
0 -> 90 : 1.0
90 -> 91 : 1.0
11 -> 21 : 1.0
21 -> 20 : 1.0
20 -> 10 : 0.3333333333333333
20 -> 29 : 0.3333333333333333
20 -> 30 : 0.3333333333333333
10 -> 20 : 1.0
29 -> 20 : 1.0
30 -> 31 : 1.0
31 -> 32 : 1.0
32 -> 33 : 1.0
33 -> 34 : 0.6666666666666666
33 -> 43 : 0.3333333333333333
34 -> 33 : 0.5
34 -> 35 : 0.5
43 -> 42 : 0.3333333333333333
43 -> 53 : 0.3333333333333333
43 -> 33 : 0.3333333333333333
42 -> 52 : 0.5
42 -> 41 : 0.25
42 -> 43 : 0.25
52 -> 62 : 0.4
52 -> 42 : 0.4
52 -> 53 : 0.2
62 -> 63 : 0.5
62 -> 72 : 0.25
62 -> 61 : 0.25
63 -> 64 : 0.4
63 -> 62 : 0.2
63 -> 53 : 0.4
64 -> 63 : 0.6666666666666666
64 -> 74 : 0.3333333333333333
53 -> 52 : 0.5
53 -> 63 : 0.25
53 -> 43 : 0.25
72 -> 62 : 1.0
61 -> 51 : 1.0
51 -> 52 : 1.0
74 -> 64 : 1.0
41 -> 42 : 1.0
35 -> 45 : 0.3333333333333333
35 -> 36 : 0.3333333333333333
35 -> 25 : 0.3333333333333333
45 -> 35 : 1.0
36 -> 46 : 1.0
46 -> 45 : 1.0
25 -> 15 : 1.0
15 -> 5 : 1.0


***** Observations ORDER 2 *****
6|7 -> 16 : 1
6|7 -> 96 : 1
6|16 -> 96 : 1
96|6 -> 86 : 1
96|6 -> 95 : 1
86|96 -> 87 : 1
86|87 -> 96 : 1
96|86 -> 97 : 1
95|96 -> 96 : 1
96|95 -> 6 : 1
6|96 -> 5 : 1
5|6 -> 4 : 1
